Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
human_GO_bp_2025.gmt,Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,IFNG
human_GO_bp_2025.gmt,Female Gamete Generation (GO:0007292),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,PRDM9
human_GO_bp_2025.gmt,Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),1/9,0.4738667746712847,0.7267440362720797,2.3871555025425324,1.7827971069314716,SHCBP1
human_GO_bp_2025.gmt,Filopodium Assembly (GO:0046847),1/9,0.4738667746712847,0.7267440362720797,2.3871555025425324,1.7827971069314716,FGD5
human_GO_bp_2025.gmt,Fucose Catabolic Process (GO:0019317),2/6,0.05891700215298481,0.6109842574255044,7.5359477124183005,21.338982226404713,FUT6;FUT5
human_GO_bp_2025.gmt,Fucosylation (GO:0036065),3/7,0.009199714563393703,0.351165908645752,10.572942717637252,49.57211759466882,FUT3;FUT6;FUT5
human_GO_bp_2025.gmt,G Protein-Coupled Dopamine Receptor Signaling Pathway (GO:0007212),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,GNAS
human_GO_bp_2025.gmt,G1/S Transition of Mitotic Cell Cycle (GO:0000082),3/29,0.32205325832356896,0.7014344967109387,1.7891767275374628,2.027205844712142,KHDRBS1;CUL2;CCNB1
human_GO_bp_2025.gmt,G2/M Transition of Mitotic Cell Cycle (GO:0000086),2/23,0.47662783158047073,0.7275627335652046,1.5730630518592215,1.165670112886508,KHDRBS1;CCNB1
human_GO_bp_2025.gmt,Gamma-Aminobutyric Acid Metabolic Process (GO:0009448),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,ALDH1A1
human_GO_bp_2025.gmt,Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),1/11,0.543894738997155,0.7549813657467591,1.9318493672815977,1.1764953863382994,PLCL1
human_GO_bp_2025.gmt,Gene Expression (GO:0010467),20/200,0.0576448955312614,0.6109842574255044,1.5578127744277268,4.445146435942825,RPL22;GZMH;RPL35;RPL9;KLK4;EEF1A1;SYNCRIP;NXF2;CIAO2B;GZMB;RPL26;RPL10A;CASP1;EXOSC5;RPL7;RPS27;THOC5;EIF4EBP2;RPS7;RPL23A
human_GO_bp_2025.gmt,Generation of Neurons (GO:0048699),2/68,0.9535377025152787,0.9762833561482834,0.5049656226126814,0.024024402789977927,PEX13;RNASE1
human_GO_bp_2025.gmt,Genomic Imprinting (GO:0071514),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,KDM1B
human_GO_bp_2025.gmt,Glial Cell Differentiation (GO:0010001),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,MIOS
human_GO_bp_2025.gmt,Glial Cell Migration (GO:0008347),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,CCL3
human_GO_bp_2025.gmt,Gliogenesis (GO:0042063),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,MIOS
human_GO_bp_2025.gmt,Glomerular Filtration (GO:0003094),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,KIRREL1
human_GO_bp_2025.gmt,Glucan Catabolic Process (GO:0009251),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,MGAM
human_GO_bp_2025.gmt,Glucocorticoid Biosynthetic Process (GO:0006704),1/1,0.06882888171411798,0.6109842574255044,40.63287086446105,108.73891905550649,CYP11B1
human_GO_bp_2025.gmt,Glucocorticoid Metabolic Process (GO:0008211),2/3,0.013535761404385824,0.351165908645752,22.618538324420676,97.3144539878744,YWHAH;CYP11B1
human_GO_bp_2025.gmt,Glucose Homeostasis (GO:0042593),3/27,0.2834332643944975,0.6915159365043801,1.9358444342367171,2.4406712017108116,PTPN2;USF1;CYP11B1
human_GO_bp_2025.gmt,Glucose Mediated Signaling Pathway (GO:0010255),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,USF1
human_GO_bp_2025.gmt,Glutathione Metabolic Process (GO:0006749),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,HPGDS
human_GO_bp_2025.gmt,Glycerophospholipid Biosynthetic Process (GO:0046474),2/45,0.826188549812618,0.9038608205584064,0.774786403589649,0.14793172135744784,PI4K2B;PLCG2
human_GO_bp_2025.gmt,Glycerophospholipid Metabolic Process (GO:0006650),2/21,0.42933011585682956,0.7199817787864567,1.7349513231866174,1.4669519264966213,PLCL1;PLCG2
human_GO_bp_2025.gmt,Glycogen Catabolic Process (GO:0005980),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,ATG12
human_GO_bp_2025.gmt,Glycolipid Biosynthetic Process (GO:0009247),1/23,0.8065878304548986,0.8891519390841401,0.8998221273568126,0.1934100033170843,FUT6
human_GO_bp_2025.gmt,Glycoprotein Biosynthetic Process (GO:0009101),3/35,0.4366543212589065,0.7204061192487009,1.4574820677714568,1.207689206275338,FUT6;FAM20B;FUT5
human_GO_bp_2025.gmt,Glycoprotein Catabolic Process (GO:0006516),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,FBXO27
human_GO_bp_2025.gmt,Glycoprotein Metabolic Process (GO:0009100),1/20,0.7602861881495797,0.8628609894459619,1.0387488711928412,0.2846798825555806,FBXO27
human_GO_bp_2025.gmt,Glycoside Metabolic Process (GO:0016137),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,AKR1B10
human_GO_bp_2025.gmt,Glycosphingolipid Biosynthetic Process (GO:0006688),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,FUT6
human_GO_bp_2025.gmt,Glycosphingolipid Metabolic Process (GO:0006687),1/17,0.7029294046177333,0.8307869717971058,1.2281944309692443,0.4329370782980135,FUT6
human_GO_bp_2025.gmt,Golgi Organization (GO:0007030),4/63,0.6388968642233878,0.8011758502097506,1.0213739631190821,0.4575880365559999,PI4K2B;LMAN1;RAB2A;SEC23IP
human_GO_bp_2025.gmt,Golgi to Plasma Membrane Transport (GO:0006893),1/25,0.8323820311775121,0.9038608205584064,0.8261058959336136,0.15156050329317153,EXOC5
human_GO_bp_2025.gmt,Gonad Development (GO:0008406),2/19,0.37986896542989435,0.7187522822462863,1.933842627960275,1.8718221938477368,CSDE1;ADAM20
human_GO_bp_2025.gmt,Granulocyte Chemotaxis (GO:0071621),4/16,0.020757294791425993,0.43281167862973347,4.898088077336197,18.979393507634654,PPIA;S100A8;CCL3;CCL4
human_GO_bp_2025.gmt,Granulocyte Migration (GO:0097530),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,CCL3
human_GO_bp_2025.gmt,Heart Development (GO:0007507),1/50,0.9720954771286384,0.9856736343363328,0.407263671938165,0.011526071747698196,GJA1
human_GO_bp_2025.gmt,Hematopoietic Progenitor Cell Differentiation (GO:0002244),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,SBDS
human_GO_bp_2025.gmt,Heme Biosynthetic Process (GO:0006783),1/9,0.4738667746712847,0.7267440362720797,2.3871555025425324,1.7827971069314716,COX15
human_GO_bp_2025.gmt,Heme Metabolic Process (GO:0042168),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,COX15
human_GO_bp_2025.gmt,Hemopoiesis (GO:0030097),2/23,0.47662783158047073,0.7275627335652046,1.5730630518592215,1.165670112886508,SBDS;ZFP36L2
human_GO_bp_2025.gmt,Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,SLC35D2
human_GO_bp_2025.gmt,Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,SLC35D2
human_GO_bp_2025.gmt,Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,RNASE1
human_GO_bp_2025.gmt,Heterochromatin Formation (GO:0031507),4/42,0.32720924692129627,0.7014344967109387,1.5837599564774645,1.7693060096825184,H2AL3;H2AB2;H2AB1;MPHOSPH8
human_GO_bp_2025.gmt,Hexose Mediated Signaling (GO:0009757),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,USF1
human_GO_bp_2025.gmt,Homologous Chromosome Pairing at Meiosis (GO:0007129),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,PRDM9
human_GO_bp_2025.gmt,Homologous Chromosome Segregation (GO:0045143),1/12,0.575338714803466,0.772372521243009,1.763584056424296,0.9749028158966704,PRDM9
human_GO_bp_2025.gmt,Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156),2/25,0.5214627645355767,0.748767046512623,1.4387302309705314,0.9367822984975749,CEACAM1;EMB
human_GO_bp_2025.gmt,Homotypic Cell-Cell Adhesion (GO:0034109),3/20,0.15507697018644415,0.6588977933440335,2.7131832797427653,5.056922440478083,GNAS;MYH9;PPIA
human_GO_bp_2025.gmt,Hormone Biosynthetic Process (GO:0042446),2/8,0.10041356630714114,0.6579351544822044,5.215549156725627,11.987720466033037,HSD17B6;CYP11B1
human_GO_bp_2025.gmt,Hormone Catabolic Process (GO:0042447),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,HSD17B6
human_GO_bp_2025.gmt,Host-Mediated Suppression of Symbiont Invasion (GO:0046597),4/5,0.0001048260738534232,0.028401640533809336,40.88829215896885,374.6679266642263,IFITM3;TRIM5;SNX3;LY6E
human_GO_bp_2025.gmt,Icosanoid Biosynthetic Process (GO:0046456),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,CASP1
human_GO_bp_2025.gmt,Icosanoid Metabolic Process (GO:0006690),2/14,0.2501660016445124,0.6725999495517755,2.70951871657754,3.754391976944623,CASP1;CYP2J2
human_GO_bp_2025.gmt,Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,FPR2
human_GO_bp_2025.gmt,Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,FPR2
human_GO_bp_2025.gmt,Immunoglobulin Mediated Immune Response (GO:0016064),2/3,0.013535761404385824,0.351165908645752,22.618538324420676,97.3144539878744,CSF2RB;IGLL5
human_GO_bp_2025.gmt,Import Into Nucleus (GO:0051170),3/37,0.47338478630552383,0.7267440362720797,1.3725554157540736,1.0264610650041357,CSE1L;IPO5;EIF4ENIF1
human_GO_bp_2025.gmt,Induction of Positive Chemotaxis (GO:0050930),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,VEGFC
human_GO_bp_2025.gmt,Inflammatory Response (GO:0006954),14/79,0.0008652638102473109,0.10599481675529557,3.0523374196629827,21.526536745828327,GSDMC;CASP1;APOL3;CCL3;CCL4;RNASE1;IFNG;LGALS9;F11R;LYZ;S100A8;GZMB;CCL3L1;FPR2
human_GO_bp_2025.gmt,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,PLCG2
human_GO_bp_2025.gmt,Innate Immune Response-Activating Signaling Pathway (GO:0002758),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,CASP1
human_GO_bp_2025.gmt,Inorganic Cation Import Across Plasma Membrane (GO:0098659),1/22,0.7922417435473148,0.8817682097403391,0.9418232359584027,0.21933999092617165,TRPV2
human_GO_bp_2025.gmt,Inorganic Cation Transmembrane Transport (GO:0098662),1/88,0.9981953212326171,0.9999006927211501,0.2290044214057021,0.0004136527845153561,TRPV2
human_GO_bp_2025.gmt,Inositol Phosphate Metabolic Process (GO:0043647),1/11,0.543894738997155,0.7549813657467591,1.9318493672815977,1.1764953863382994,MINPP1
human_GO_bp_2025.gmt,Insulin Receptor Signaling Pathway (GO:0008286),2/18,0.35446039520434314,0.7103705261763932,2.0513693080538,2.1275954414920366,PTPN2;GRB2
human_GO_bp_2025.gmt,Integrin-Mediated Signaling Pathway (GO:0007229),2/36,0.7198249492239446,0.8445015247280636,0.9782996202433543,0.3216132830352511,CEACAM1;MYH9
human_GO_bp_2025.gmt,Interferon-Mediated Signaling Pathway (GO:0140888),4/14,0.012736292029698965,0.351165908645752,5.832898572963019,25.45068471413758,IFITM3;IFNL4;IFNG;IFNL3
human_GO_bp_2025.gmt,Intermediate Filament Organization (GO:0045109),1/12,0.575338714803466,0.772372521243009,1.763584056424296,0.9749028158966704,KRT19
human_GO_bp_2025.gmt,Interstrand Cross-Link Repair (GO:0036297),2/16,0.3026516261165659,0.6915159365043801,2.3350543979347225,2.790793698448824,SERPINA2;RAD51
human_GO_bp_2025.gmt,Intestinal Absorption (GO:0050892),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,F11R
human_GO_bp_2025.gmt,Intestinal Cholesterol Absorption (GO:0030299),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,CEL
human_GO_bp_2025.gmt,Intestinal Lipid Absorption (GO:0098856),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,CEL
human_GO_bp_2025.gmt,Intracellular Calcium Ion Homeostasis (GO:0006874),1/39,0.9385324700762215,0.9656292080574247,0.5245394946568906,0.03327564504029764,CCL3
human_GO_bp_2025.gmt,Intracellular Glucose Homeostasis (GO:0001678),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,USF1
human_GO_bp_2025.gmt,Intracellular Iron Ion Homeostasis (GO:0006879),1/27,0.8547425670227319,0.9194815759410288,0.7635166428384447,0.1198377138926393,ACO1
human_GO_bp_2025.gmt,Intracellular Monoatomic Cation Homeostasis (GO:0030003),3/60,0.7918996225446742,0.8817682097403391,0.820532177641083,0.1914470882419173,ACO1;MINPP1;CCL3
human_GO_bp_2025.gmt,Intracellular Monoatomic Ion Homeostasis (GO:0006873),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,MINPP1
human_GO_bp_2025.gmt,Intracellular Oxygen Homeostasis (GO:0032364),1/1,0.06882888171411798,0.6109842574255044,40.63287086446105,108.73891905550649,SOD2
human_GO_bp_2025.gmt,Intracellular Protein Transmembrane Transport (GO:0065002),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,PEX13
human_GO_bp_2025.gmt,Intracellular Protein Transport (GO:0006886),12/157,0.39632821158435066,0.7199817787864567,1.1643475484949204,1.077618319779197,CSE1L;ARF4;YWHAH;RAB7A;XPO7;NAPSA;LMAN1;VPS37A;SEC23IP;EIF4ENIF1;AKR1B10;IPO5
human_GO_bp_2025.gmt,Intracellular Receptor Signaling Pathway (GO:0030522),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,IPO5
human_GO_bp_2025.gmt,Intracellular Signaling Cassette (GO:0141124),7/132,0.8132033534312615,0.8954374004074565,0.8037687089479918,0.16619853009233215,CCL3;RNASE1;BIRC2;TRIM8;ARHGAP30;PLCG2;FPR2
human_GO_bp_2025.gmt,Intracellular pH Reduction (GO:0051452),1/15,0.6572739920461566,0.8066731524173242,1.3980421742170537,0.5866944272638178,RAB7A
human_GO_bp_2025.gmt,Intraciliary Transport Involved in Cilium Assembly (GO:0035735),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,SSX2IP
human_GO_bp_2025.gmt,Intrinsic Apoptotic Signaling Pathway (GO:0097193),4/51,0.4698580242485964,0.7267440362720797,1.2818474758324383,0.968211067793078,CUL2;CASP2;BNIP3;SIVA1
human_GO_bp_2025.gmt,Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:0008630),1/23,0.8065878304548986,0.8891519390841401,0.8998221273568126,0.1934100033170843,CASP2
human_GO_bp_2025.gmt,Isoprenoid Biosynthetic Process (GO:0008299),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,IDI1
human_GO_bp_2025.gmt,Isoprenoid Metabolic Process (GO:0006720),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,IDI1
human_GO_bp_2025.gmt,Keratan Sulfate Proteoglycan Biosynthetic Process (GO:0018146),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,SLC35D2
human_GO_bp_2025.gmt,Keratan Sulfate Proteoglycan Metabolic Process (GO:0042339),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,SLC35D2
human_GO_bp_2025.gmt,Ketone Biosynthetic Process (GO:0042181),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,CYP11B1
human_GO_bp_2025.gmt,Ketone Body Metabolic Process (GO:1902224),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,OXCT2
human_GO_bp_2025.gmt,Ketone Catabolic Process (GO:0042182),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,HSD17B6
human_GO_bp_2025.gmt,Kidney Development (GO:0001822),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,PYGO1
human_GO_bp_2025.gmt,L-amino Acid Catabolic Process (GO:0170035),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,SBDS
human_GO_bp_2025.gmt,L-fucose Catabolic Process (GO:0042355),2/6,0.05891700215298481,0.6109842574255044,7.5359477124183005,21.338982226404713,FUT6;FUT5
human_GO_bp_2025.gmt,L-fucose Metabolic Process (GO:0042354),2/6,0.05891700215298481,0.6109842574255044,7.5359477124183005,21.338982226404713,FUT6;FUT5
human_GO_bp_2025.gmt,L-serine Metabolic Process (GO:0006563),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,SBDS
human_GO_bp_2025.gmt,Lamellipodium Assembly (GO:0030032),1/15,0.6572739920461566,0.8066731524173242,1.3980421742170537,0.5866944272638178,RNASE1
human_GO_bp_2025.gmt,Lamellipodium Organization (GO:0097581),1/19,0.7425141714316145,0.8535646780093632,1.0950705240993395,0.32601708397466006,RNASE1
human_GO_bp_2025.gmt,Late Endosome to Vacuole Transport via Multivesicular Body Sorting Pathway (GO:0032511),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,VPS37A
human_GO_bp_2025.gmt,Leukocyte Aggregation (GO:0070486),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,S100A8
human_GO_bp_2025.gmt,Leukocyte Cell-Cell Adhesion (GO:0007159),1/12,0.575338714803466,0.772372521243009,1.763584056424296,0.9749028158966704,F11R
human_GO_bp_2025.gmt,Linoleic Acid Metabolic Process (GO:0043651),2/7,0.07880391718882125,0.6275393707172644,6.164803111327175,15.663485958255082,FADS2;CYP2J2
human_GO_bp_2025.gmt,Lipid Biosynthetic Process (GO:0008610),1/32,0.8984687566970927,0.9417105685167388,0.6418153173756163,0.06871489545561738,IDI1
human_GO_bp_2025.gmt,Lipid Catabolic Process (GO:0016042),2/10,0.14751727516907936,0.6588977933440335,3.9871028625353886,7.630557290553867,CES1;CYP3A4
human_GO_bp_2025.gmt,Lipid Droplet Organization (GO:0034389),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,PPIA
human_GO_bp_2025.gmt,Lipid Hydroxylation (GO:0002933),1/1,0.06882888171411798,0.6109842574255044,40.63287086446105,108.73891905550649,CYP3A4
human_GO_bp_2025.gmt,Lipid Metabolic Process (GO:0006629),13/72,0.001096016788247504,0.12053938026896488,3.124531740407006,21.29703572362994,CYP3A4;CYP2A6;CEL;NAAA;FADS2;CYP2J2;HSD17B6;RDH16;SDR9C7;UGT2B17;UGT1A1;CES1;APOL2
human_GO_bp_2025.gmt,Lipid Modification (GO:0030258),1/15,0.6572739920461566,0.8066731524173242,1.3980421742170537,0.5866944272638178,CYP3A4
human_GO_bp_2025.gmt,Lipid Translocation (GO:0034204),1/15,0.6572739920461566,0.8066731524173242,1.3980421742170537,0.5866944272638178,VDAC2
human_GO_bp_2025.gmt,Lipid Transport (GO:0006869),2/44,0.8164694575885985,0.8975211087345222,0.7931424976407675,0.16082215224903118,CEACAM1;APOL2
human_GO_bp_2025.gmt,Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,PLCG2
human_GO_bp_2025.gmt,Long-Chain Fatty Acid Biosynthetic Process (GO:0042759),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,CYP3A4
human_GO_bp_2025.gmt,Long-Chain Fatty Acid Metabolic Process (GO:0001676),3/28,0.30271462934732557,0.6915159365043801,1.85963474350083,2.2221979377147196,FADS2;CYP2J2;CYP3A4
human_GO_bp_2025.gmt,Lymphocyte Chemotaxis (GO:0048247),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,CCL3
human_GO_bp_2025.gmt,Lymphocyte Differentiation (GO:0030098),2/22,0.45327120431916695,0.7267440362720797,1.6500586931003,1.3056331103288843,PTPN2;PLCG2
human_GO_bp_2025.gmt,Lymphocyte Mediated Immunity (GO:0002449),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,SCART1
human_GO_bp_2025.gmt,Lymphocyte Migration (GO:0072676),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,CCL3
human_GO_bp_2025.gmt,Lysosomal Transport (GO:0007041),1/28,0.8647802473036128,0.9216929064510891,0.7356359755505967,0.10687308689433113,RAB7A
human_GO_bp_2025.gmt,Lysosome Localization (GO:0032418),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,MYH9
human_GO_bp_2025.gmt,MAPK Cascade (GO:0000165),3/44,0.5920267368735206,0.781697700124157,1.139774532212451,0.5974737778883177,LGALS9;ZFP36L2;CCL3
human_GO_bp_2025.gmt,Macroautophagy (GO:0016236),9/81,0.1031972800101685,0.6579351544822044,1.7851136321090268,4.054194388584486,UBQLN1;ATG12;RAB7A;VPS37A;BNIP3;SNX14;ARMC3;RAB2A;PDCD6IP
human_GO_bp_2025.gmt,Macromolecule Biosynthetic Process (GO:0009059),11/107,0.11691599427523999,0.6579351544822044,1.6243382057961024,3.486316440903029,RPL22;RPS27;EIF4EBP2;RPL35;RPS7;RPL9;RPL26;RPL23A;RPL10A;EEF1A1;RPL7
human_GO_bp_2025.gmt,Macromolecule Glycosylation (GO:0043413),3/25,0.24526494715798944,0.6725999495517755,2.108586399904728,2.9634415609628655,FUT3;FUT6;FUT5
human_GO_bp_2025.gmt,Macromolecule Modification (GO:0043412),2/33,0.6737885886802788,0.8157667157041159,1.071980307274425,0.42325950810842317,UBE2D2;FUT3
human_GO_bp_2025.gmt,Macrophage Activation (GO:0042116),2/12,0.19801100512773262,0.6611611074111686,3.2266361089890503,5.225319923868167,IFNG;PLCG2
human_GO_bp_2025.gmt,Macrophage Activation Involved in Immune Response (GO:0002281),2/4,0.025841529132557717,0.44429295701590465,13.56898395721925,49.60511738419774,IFNG;PLCG2
human_GO_bp_2025.gmt,Macrophage Chemotaxis (GO:0048246),3/5,0.0029177450797546844,0.21995309062766083,19.037299035369774,111.11965207371759,SFTPD;CXCL17;CCL3
human_GO_bp_2025.gmt,Macrophage Differentiation (GO:0030225),1/9,0.4738667746712847,0.7267440362720797,2.3871555025425324,1.7827971069314716,IFNG
human_GO_bp_2025.gmt,Macrophage Migration (GO:1905517),3/6,0.00553815119730964,0.29337233369532145,13.595927116827438,70.64572283223943,SFTPD;CXCL17;CCL3
human_GO_bp_2025.gmt,Maintenance of Blood-Brain Barrier (GO:0035633),2/12,0.19801100512773262,0.6611611074111686,3.2266361089890503,5.225319923868167,F11R;GJA1
human_GO_bp_2025.gmt,Malate Metabolic Process (GO:0006108),2/3,0.013535761404385824,0.351165908645752,22.618538324420676,97.3144539878744,PCDHB11;PCDHB16
human_GO_bp_2025.gmt,Male Gamete Generation (GO:0048232),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,PRDM9
human_GO_bp_2025.gmt,Male Gonad Development (GO:0008584),2/19,0.37986896542989435,0.7187522822462863,1.933842627960275,1.8718221938477368,CSDE1;ADAM20
human_GO_bp_2025.gmt,Mast Cell Mediated Immunity (GO:0002448),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,SERPINB9
human_GO_bp_2025.gmt,Maturation of LSU-rRNA (GO:0000470),2/15,0.2764372417768016,0.6915159365043801,2.508417508417508,3.225251635727764,RPL35;RPL7
human_GO_bp_2025.gmt,Maturation of LSU-rRNA Frm Tricistronic rRNA Trnscpt (GO:0000463),2/8,0.10041356630714114,0.6579351544822044,5.215549156725627,11.987720466033037,RPL35;RPL7
human_GO_bp_2025.gmt,Maturation of SSU-rRNA (GO:0030490),2/24,0.49936693914536984,0.737352910867403,1.50291146761735,1.0436429208959674,NOL11;TSR1
human_GO_bp_2025.gmt,Maturation of SSU-rRNA Frm Tricistronic rRNA Trnscpt (GO:0000462),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,TSR1
human_GO_bp_2025.gmt,Medium-Chain Fatty Acid Metabolic Process (GO:0051791),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,CES1
human_GO_bp_2025.gmt,Melanosome Localization (GO:0032400),2/8,0.10041356630714114,0.6579351544822044,5.215549156725627,11.987720466033037,SHROOM2;GPR143
human_GO_bp_2025.gmt,Melanosome Organization (GO:0032438),2/14,0.2501660016445124,0.6725999495517755,2.70951871657754,3.754391976944623,SHROOM2;GPR143
human_GO_bp_2025.gmt,Melanosome Transport (GO:0032402),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,GPR143
human_GO_bp_2025.gmt,Membrane Depolarization (GO:0051899),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,YWHAH
human_GO_bp_2025.gmt,Membrane Depolarization During Action Potential (GO:0086010),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,YWHAH
human_GO_bp_2025.gmt,Membrane Fission (GO:0090148),3/28,0.30271462934732557,0.6915159365043801,1.85963474350083,2.2221979377147196,VPS37A;TMCC1;EXOC5
human_GO_bp_2025.gmt,Membrane Fusion (GO:0061025),1/15,0.6572739920461566,0.8066731524173242,1.3980421742170537,0.5866944272638178,NAPSA
human_GO_bp_2025.gmt,Membrane Invagination (GO:0010324),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,SNX3
human_GO_bp_2025.gmt,Membrane Lipid Biosynthetic Process (GO:0046467),1/20,0.7602861881495797,0.8628609894459619,1.0387488711928412,0.2846798825555806,ABCG2
human_GO_bp_2025.gmt,Membrane Organization (GO:0061024),8/78,0.166371071037233,0.6588977933440335,1.6394811860799274,2.9404662622181563,SNX3;TMCC1;PRKCI;NAPSA;VPS37A;EXOC5;IST1;PDCD6IP
human_GO_bp_2025.gmt,Membrane Protein Ectodomain Proteolysis (GO:0006509),1/9,0.4738667746712847,0.7267440362720797,2.3871555025425324,1.7827971069314716,MYH9
human_GO_bp_2025.gmt,Membrane Protein Proteolysis (GO:0033619),2/13,0.22397239414982065,0.6725999495517755,2.9455940478958382,4.407293472994908,NAPSA;MYH9
