Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
human_GO_bp_2025.gmt,Organelle Assembly (GO:0070925),12/170,0.5076977898820536,0.737352910867403,1.0666080570926204,0.7230204413091681,ARF4;PTPDC1;UBQLN1;ATG12;RAB7A;CFAP54;BBS9;VPS37A;FBF1;SSX2IP;IST1;PDCD6IP
human_GO_bp_2025.gmt,Organelle Fission (GO:0048285),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,TMCC1
human_GO_bp_2025.gmt,Organelle Organization (GO:0006996),16/197,0.2806384599133008,0.6915159365043801,1.2357422070762754,1.5702428647788198,PLEKHF1;CCL3;TMCC1;RAB7A;PRKCI;RHOT1;LMAN1;PPIA;SEC23IP;CEP78;PI4K2B;PDCD6IP;AKR1B10;RAB2A;FGD5;CHCHD2
human_GO_bp_2025.gmt,Organelle Transport Along Microtubule (GO:0072384),3/24,0.22649764836657615,0.6725999495517755,2.2070091477853384,3.277454306187974,KIFBP;RHOT1;COPG2
human_GO_bp_2025.gmt,Organic Acid Metabolic Process (GO:0006082),1/1,0.06882888171411798,0.6109842574255044,40.63287086446105,108.73891905550649,CYP2J2
human_GO_bp_2025.gmt,Organic Anion Transport (GO:0015711),2/28,0.5837251994389475,0.7772427927312073,1.2752497225305217,0.6864987505186478,SLC22A13;ABCG2
human_GO_bp_2025.gmt,Organic Hydroxy Compound Transport (GO:0015850),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,CEACAM1
human_GO_bp_2025.gmt,Organophosphate Metabolic Process (GO:0019637),1/28,0.8647802473036128,0.9216929064510891,0.7356359755505967,0.10687308689433113,MINPP1
human_GO_bp_2025.gmt,Oxidative Demethylation (GO:0070989),1/1,0.06882888171411798,0.6109842574255044,40.63287086446105,108.73891905550649,CYP3A4
human_GO_bp_2025.gmt,Oxoacid Metabolic Process (GO:0043436),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,SULT1B1
human_GO_bp_2025.gmt,P-body Assembly (GO:0033962),2/9,0.12341571831772508,0.6579351544822044,4.519429590017825,9.455536119984815,DDX6;EIF4ENIF1
human_GO_bp_2025.gmt,Pattern Recognition Receptor Signaling Pathway (GO:0002221),3/22,0.18991923123345666,0.6588977933440335,2.4341385659713635,4.043484847547947,IPO5;CASP1;PLCG2
human_GO_bp_2025.gmt,Peptidyl-Lysine Modification (GO:0018205),1/31,0.890927078979471,0.9373145865806565,0.6629634165544028,0.0765674327478433,ZNF451
human_GO_bp_2025.gmt,Peptidyl-Proline Modification (GO:0018208),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,PPIA
human_GO_bp_2025.gmt,Peptidyl-Serine Modification (GO:0018209),1/39,0.9385324700762215,0.9656292080574247,0.5245394946568906,0.03327564504029764,SERPINA2
human_GO_bp_2025.gmt,Peptidyl-Serine Phosphorylation (GO:0018105),1/35,0.9181121553328068,0.9526203411605618,0.5857268804231822,0.050041999075512246,SERPINA2
human_GO_bp_2025.gmt,Peptidyl-Tyrosine Dephosphorylation (GO:0035335),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,PTPN2
human_GO_bp_2025.gmt,Peptidyl-Tyrosine Phosphorylation (GO:0018108),1/22,0.7922417435473148,0.8817682097403391,0.9418232359584027,0.21933999092617165,IFNL4
human_GO_bp_2025.gmt,Phagocytosis (GO:0006909),1/31,0.890927078979471,0.9373145865806565,0.6629634165544028,0.0765674327478433,MYH9
human_GO_bp_2025.gmt,"Phagocytosis, Engulfment (GO:0006911)",1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,MYH9
human_GO_bp_2025.gmt,Phagolysosome Assembly (GO:0001845),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,RAB7A
human_GO_bp_2025.gmt,Phagosome Acidification (GO:0090383),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,RAB7A
human_GO_bp_2025.gmt,Phagosome Maturation (GO:0090382),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,RAB7A
human_GO_bp_2025.gmt,Phagosome-Lysosome Fusion (GO:0090385),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,RAB7A
human_GO_bp_2025.gmt,Phenylpropanoid Metabolic Process (GO:0009698),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,CYP2A6
human_GO_bp_2025.gmt,Phosphate-Containing Compound Metabolic Process (GO:0006796),1/49,0.9700168206440977,0.984075035436041,0.4157268756395163,0.012655502158787982,MINPP1
human_GO_bp_2025.gmt,Phosphatidylethanolamine Metabolic Process (GO:0046337),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,NAAA
human_GO_bp_2025.gmt,Phosphatidylinositol Biosynthetic Process (GO:0006661),2/37,0.7339072442478545,0.8535646780093632,0.9505912480228967,0.2940869131131566,PI4K2B;PLCG2
human_GO_bp_2025.gmt,Phosphatidylinositol Metabolic Process (GO:0046488),3/33,0.3990055260534435,0.7199817787864567,1.5535466413648902,1.4273676024640933,PI4K2B;PLCL1;PLCG2
human_GO_bp_2025.gmt,Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),1/14,0.6318848753615329,0.7939066382747465,1.5018380173129373,0.6894158292825293,PI4K2B
human_GO_bp_2025.gmt,Phosphatidylinositol-Mediated Signaling (GO:0048015),2/13,0.22397239414982065,0.6725999495517755,2.9455940478958382,4.407293472994908,PLCL1;PLCG2
human_GO_bp_2025.gmt,Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),2/25,0.5214627645355767,0.748767046512623,1.4387302309705314,0.9367822984975749,GPR143;FPR2
human_GO_bp_2025.gmt,Phospholipid Biosynthetic Process (GO:0008654),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,IDI1
human_GO_bp_2025.gmt,Phospholipid Translocation (GO:0045332),1/19,0.7425141714316145,0.8535646780093632,1.0950705240993395,0.32601708397466006,VDAC2
human_GO_bp_2025.gmt,Phospholipid Transport (GO:0015914),1/28,0.8647802473036128,0.9216929064510891,0.7356359755505967,0.10687308689433113,VDAC2
human_GO_bp_2025.gmt,Phosphorylation (GO:0016310),2/128,0.9989419255027657,0.9999006927211501,0.2629198283697237,0.00027833604132939467,PRKCI;NEK4
human_GO_bp_2025.gmt,Pigment Biosynthetic Process (GO:0046148),2/13,0.22397239414982065,0.6725999495517755,2.9455940478958382,4.407293472994908,GPR143;COX15
human_GO_bp_2025.gmt,Pigment Granule Transport (GO:0051904),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,GPR143
human_GO_bp_2025.gmt,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),9/133,0.5712782674183374,0.772372521243009,1.0309075607533282,0.5771833442639003,ARF4;PTPDC1;RNASE1;CFAP54;BBS9;AIF1L;FBF1;SSX2IP;FGD5
human_GO_bp_2025.gmt,Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),1/22,0.7922417435473148,0.8817682097403391,0.9418232359584027,0.21933999092617165,NCKAP1
human_GO_bp_2025.gmt,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),2/61,0.9297623158189533,0.9606400311044536,0.565002471576866,0.0411470394323809,CEP78;RNASE1
human_GO_bp_2025.gmt,Plasma Membrane Invagination (GO:0099024),1/12,0.575338714803466,0.772372521243009,1.763584056424296,0.9749028158966704,MYH9
human_GO_bp_2025.gmt,Plasma Membrane Organization (GO:0007009),1/31,0.890927078979471,0.9373145865806565,0.6629634165544028,0.0765674327478433,MYH9
human_GO_bp_2025.gmt,Plasma Membrane Repair (GO:0001778),1/11,0.543894738997155,0.7549813657467591,1.9318493672815977,1.1764953863382994,MYH9
human_GO_bp_2025.gmt,Platelet Aggregation (GO:0070527),3/16,0.09293655139845053,0.6579351544822044,3.5193124528601483,8.361317180347134,PPIA;MYH9;GNAS
human_GO_bp_2025.gmt,Polyketide Metabolic Process (GO:0030638),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,AKR1B10
human_GO_bp_2025.gmt,Polyol Metabolic Process (GO:0019751),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,MINPP1
human_GO_bp_2025.gmt,Porphyrin-Containing Compound Biosynthetic Process (GO:0006779),1/11,0.543894738997155,0.7549813657467591,1.9318493672815977,1.1764953863382994,COX15
human_GO_bp_2025.gmt,Porphyrin-Containing Compound Catabolic Process (GO:0006787),1/4,0.2482218274225701,0.6725999495517755,5.801951516999543,8.084627616903795,UGT1A1
human_GO_bp_2025.gmt,Positive Chemotaxis (GO:0050918),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,FPR2
human_GO_bp_2025.gmt,Positive Regulation by Host of Viral Process (GO:0044794),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,EEF1A1
human_GO_bp_2025.gmt,Positive Regulation by Symbiont of Entry Into Host (GO:0075294),2/4,0.025841529132557717,0.44429295701590465,13.56898395721925,49.60511738419774,TRIM38;LGALS9
human_GO_bp_2025.gmt,Positive Regulation of ATP Metabolic Process (GO:1903580),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,IFNG
human_GO_bp_2025.gmt,Positive Regulation of Actin Filament Bundle Assembly (GO:0032233),1/19,0.7425141714316145,0.8535646780093632,1.0950705240993395,0.32601708397466006,RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Actin Filament Polymerization (GO:0030838),1/17,0.7029294046177333,0.8307869717971058,1.2281944309692443,0.4329370782980135,NCKAP1
human_GO_bp_2025.gmt,Positive Regulation of Actin Nucleation (GO:0051127),2/7,0.07880391718882125,0.6275393707172644,6.164803111327175,15.663485958255082,NCKAP1;BRK1
human_GO_bp_2025.gmt,Positive Regulation of Adenylate Cyclase Activity (GO:0045762),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,GNAS
human_GO_bp_2025.gmt,Positive Regulation of Alpha-Beta T Cell Proliferation (GO:0046641),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,LGALS9
human_GO_bp_2025.gmt,Positive Regulation of Amide Metabolic Process (GO:0034250),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,IFNG
human_GO_bp_2025.gmt,Positive Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902993),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,IFNG
human_GO_bp_2025.gmt,Positive Regulation of Amyloid-Beta Formation (GO:1902004),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,IFNG
human_GO_bp_2025.gmt,Positive Regulation of Angiogenesis (GO:0045766),2/35,0.7051207165414939,0.8307869717971058,1.0076622236411525,0.352063337365256,BMPER;VASH2
human_GO_bp_2025.gmt,Positive Regulation of Apoptotic Process (GO:0043065),7/114,0.6778546204167786,0.8157667157041159,0.9410685103708359,0.36590855271368494,CCL3;PRKCI;NUPR1;BNIP3;CASP2;SAP18;ECT2
human_GO_bp_2025.gmt,Positive Regulation of Apoptotic Signaling Pathway (GO:2001235),2/24,0.49936693914536984,0.737352910867403,1.50291146761735,1.0436429208959674,S100A8;NUPR1
human_GO_bp_2025.gmt,Positive Regulation of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601),2/6,0.05891700215298481,0.6109842574255044,7.5359477124183005,21.338982226404713,NCKAP1;BRK1
human_GO_bp_2025.gmt,Positive Regulation of Attachment of Spindle Microtubules to Kinetochore (GO:0051987),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,CCNB1
human_GO_bp_2025.gmt,Positive Regulation of Autophagy (GO:0010508),4/38,0.26393913311249906,0.6915159365043801,1.7685051137159669,2.35571381961327,PLEKHF1;IFNG;TRIM8;BNIP3
human_GO_bp_2025.gmt,Positive Regulation of Bicellular Tight Junction Assembly (GO:1903348),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Binding (GO:0051099),1/35,0.9181121553328068,0.9526203411605618,0.5857268804231822,0.050041999075512246,DDX11
human_GO_bp_2025.gmt,Positive Regulation of Biosynthetic Process (GO:0009891),3/27,0.2834332643944975,0.6915159365043801,1.9358444342367171,2.4406712017108116,PTPN2;IFNG;PLCG2
human_GO_bp_2025.gmt,Positive Regulation of Blood Coagulation (GO:0030194),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,USF1
human_GO_bp_2025.gmt,"Positive Regulation of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)",1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,LGALS9
human_GO_bp_2025.gmt,Positive Regulation of Calcium Ion Import (GO:0090280),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,CCL3
human_GO_bp_2025.gmt,Positive Regulation of Calcium Ion Transport (GO:0051928),3/12,0.044697425853014776,0.6000476347391024,5.004287245444802,15.552520901174407,LILRA5;CCL3;CCL4
human_GO_bp_2025.gmt,Positive Regulation of Calcium-Mediated Signaling (GO:0050850),3/8,0.013974969833861558,0.351165908645752,8.64922537269804,36.936408134068955,PLCG2;CCL3;CCL4
human_GO_bp_2025.gmt,Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),10/74,0.029295379132317313,0.4866012127062876,2.2253966647265733,7.856374557918067,APOL3;CASP1;GJA1;TRIM38;BIRC2;LGALS9;XIAP;TRIM8;TRIM5;ECT2
human_GO_bp_2025.gmt,Positive Regulation of Canonical Wnt Signaling Pathway (GO:0090263),3/40,0.5263050047820993,0.7540627261497913,1.2621507681314754,0.8101422383484979,XIAP;TBL1X;USP8
human_GO_bp_2025.gmt,Positive Regulation of Carbohydrate Metabolic Process (GO:0045913),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,IFNG
human_GO_bp_2025.gmt,Positive Regulation of Catabolic Process (GO:0009896),6/81,0.48793078438452925,0.737352910867403,1.1647127742414825,0.835776594059701,PLEKHF1;RAB7A;IFNG;BNIP3;TRIM8;L3MBTL3
human_GO_bp_2025.gmt,Positive Regulation of Cell Activation (GO:0050867),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,LILRA5
human_GO_bp_2025.gmt,Positive Regulation of Cell Adhesion (GO:0045785),2/29,0.6031083061882345,0.781697700124157,1.228682547399125,0.6212937568532244,FUT3;RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Cell Cycle (GO:0045787),4/28,0.12275522312092955,0.6579351544822044,2.4942896600100837,5.231929608158428,MAGEA4;NUPR1;ASNS;CCNB1
human_GO_bp_2025.gmt,Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808),2/21,0.42933011585682956,0.7199817787864567,1.7349513231866174,1.4669519264966213,RRM1;PLCG2
human_GO_bp_2025.gmt,Positive Regulation of Cell Cycle G2/M Phase Transition (GO:1902751),2/13,0.22397239414982065,0.6725999495517755,2.9455940478958382,4.407293472994908,RRM1;CCNB1
human_GO_bp_2025.gmt,Positive Regulation of Cell Cycle Phase Transition (GO:1901989),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,PLCG2
human_GO_bp_2025.gmt,Positive Regulation of Cell Cycle Process (GO:0090068),4/48,0.42303609881946036,0.7199817787864567,1.3689158691270713,1.177675260736981,RRM1;NDC80;DDX11;ECT2
human_GO_bp_2025.gmt,Positive Regulation of Cell Development (GO:0010720),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,IFNG
human_GO_bp_2025.gmt,Positive Regulation of Cell Differentiation (GO:0045597),4/97,0.9093104907038856,0.9490141436526175,0.6464499675468274,0.06145713811652959,CEACAM1;ECT2;GJA1;SERPINB3
human_GO_bp_2025.gmt,Positive Regulation of Cell Division (GO:0051781),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,ECT2
human_GO_bp_2025.gmt,Positive Regulation of Cell Growth (GO:0030307),1/42,0.9504361018729561,0.9737871195352817,0.4863895282303172,0.024725293139728568,S100A8
human_GO_bp_2025.gmt,Positive Regulation of Cell Junction Assembly (GO:1901890),1/19,0.7425141714316145,0.8535646780093632,1.0950705240993395,0.32601708397466006,RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Cell Migration (GO:0030335),9/116,0.4049920094308215,0.7199817787864567,1.1971971820316643,1.0821320968799715,CCL3;CCL4;RNASE1;IFNG;TCAF2;CCL3L1;PLCG2;SERPINB3;SOD2
human_GO_bp_2025.gmt,Positive Regulation of Cell Motility (GO:2000147),6/76,0.4260571011516888,0.7199817787864567,1.2483111080508313,1.0650364447469676,CCL3;CCL4;TCAF2;CCL3L1;SERPINB3;SOD2
human_GO_bp_2025.gmt,Positive Regulation of Cell Population Proliferation (GO:0008284),7/153,0.9104278487157739,0.9496746053661079,0.6862282077299142,0.06439608496245676,DYNAP;GJA1;PRKCI;IFNG;VEGFC;CSF2RB;SERPINB3
human_GO_bp_2025.gmt,Positive Regulation of Cell Projection Organization (GO:0031346),2/43,0.8062675157379131,0.8891519390841401,0.8123832227304941,0.17493834822596876,PRKCI;SNX3
human_GO_bp_2025.gmt,Positive Regulation of Cell-Cell Adhesion (GO:0022409),2/15,0.2764372417768016,0.6915159365043801,2.508417508417508,3.225251635727764,FUT3;DENND6A
human_GO_bp_2025.gmt,Positive Regulation of Cell-Cell Adhesion Mediated by Cadherin (GO:2000049),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,DENND6A
human_GO_bp_2025.gmt,Positive Regulation of Cell-Matrix Adhesion (GO:0001954),1/14,0.6318848753615329,0.7939066382747465,1.5018380173129373,0.6894158292825293,RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Cell-Substrate Adhesion (GO:0010811),1/25,0.8323820311775121,0.9038608205584064,0.8261058959336136,0.15156050329317153,RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Cell-Substrate Junction Organization (GO:0150117),2/11,0.1724587419152796,0.6588977933440335,3.5668449197860963,6.2690768165601165,IQSEC1;RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Cellular Component Biogenesis (GO:0044089),4/36,0.23321548476876872,0.6725999495517755,1.877931091464926,2.733877858512961,RAB7A;PDCD6IP;IFNG;BRK1
human_GO_bp_2025.gmt,Positive Regulation of Cellular Component Organization (GO:0051130),4/41,0.31124435214025786,0.7014344967109387,1.6262513426423202,1.8981231261132778,LMAN1;IFNG;BRK1;BNIP3
human_GO_bp_2025.gmt,Positive Regulation of Cellular Process (GO:0048522),10/196,0.876716215162171,0.9303539695278046,0.754693147639788,0.09929643012810413,LILRA5;DYNAP;RNF10;MAGEA4;IFNG;NUPR1;VEGFC;BNIP3;S100A8;SERPINB3
human_GO_bp_2025.gmt,Positive Regulation of Cellular Respiration (GO:1901857),2/8,0.10041356630714114,0.6579351544822044,5.215549156725627,11.987720466033037,IFNG;NUPR1
human_GO_bp_2025.gmt,Positive Regulation of Chemokine Production (GO:0032722),2/14,0.2501660016445124,0.6725999495517755,2.70951871657754,3.754391976944623,IFNG;LGALS9
human_GO_bp_2025.gmt,Positive Regulation of Cholesterol Efflux (GO:0010875),1/7,0.39311349314694843,0.7187522822462863,3.1226500287332732,2.9154838148419593,CES1
human_GO_bp_2025.gmt,Positive Regulation of Cholesterol Metabolic Process (GO:0090205),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,CES1
human_GO_bp_2025.gmt,Positive Regulation of Cholesterol Transport (GO:0032376),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,CES1
human_GO_bp_2025.gmt,Positive Regulation of Chromatin Binding (GO:0035563),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,DDX11
human_GO_bp_2025.gmt,Positive Regulation of Chromosome Organization (GO:2001252),1/24,0.8199452605118346,0.8983190109576276,0.8613955811894003,0.17100226648878702,DDX11
human_GO_bp_2025.gmt,Positive Regulation of Chromosome Segregation (GO:0051984),1/11,0.543894738997155,0.7549813657467591,1.9318493672815977,1.1764953863382994,CCNB1
human_GO_bp_2025.gmt,Positive Regulation of Cold-Induced Thermogenesis (GO:0120162),4/31,0.16124035936437153,0.6588977933440335,2.221130748950298,4.053250686123535,TRPV2;GNAS;LCN2;GJA1
human_GO_bp_2025.gmt,Positive Regulation of Cytokine Production (GO:0001819),8/82,0.20115775441699885,0.6705258480566628,1.5504664538599693,2.486430074026358,LILRA5;CASP1;GBP5;IFNG;LGALS9;XIAP;CXCL17;PLCG2
human_GO_bp_2025.gmt,Positive Regulation of Cytokine Production Involved in Immune Response (GO:0002720),1/10,0.5101278301715297,0.737352910867403,2.135538954108858,1.437418322826163,PLCG2
human_GO_bp_2025.gmt,Positive Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900017),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,GBP5
human_GO_bp_2025.gmt,Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961),1/12,0.575338714803466,0.772372521243009,1.763584056424296,0.9749028158966704,CASP1
human_GO_bp_2025.gmt,Positive Regulation of Cytokinesis (GO:0032467),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,ECT2
human_GO_bp_2025.gmt,Positive Regulation of Cytoplasmic Translation (GO:2000767),2/10,0.14751727516907936,0.6588977933440335,3.9871028625353886,7.630557290553867,SYNCRIP;CSDE1
human_GO_bp_2025.gmt,Positive Regulation of Cytoplasmic Translational Initiation (GO:1904690),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,SH3BGRL
human_GO_bp_2025.gmt,Positive Regulation of Cytoskeleton Organization (GO:0051495),2/28,0.5837251994389475,0.7772427927312073,1.2752497225305217,0.6864987505186478,KATNBL1;NCKAP1
human_GO_bp_2025.gmt,Positive Regulation of D-glucose Import (GO:0046326),1/11,0.543894738997155,0.7549813657467591,1.9318493672815977,1.1764953863382994,PRKCI
human_GO_bp_2025.gmt,Positive Regulation of D-glucose Transmembrane Transport (GO:0010828),1/13,0.604619241524603,0.781697700124157,1.6222411953041622,0.8162409942227296,PRKCI
human_GO_bp_2025.gmt,Positive Regulation of DNA Biosynthetic Process (GO:2000573),4/24,0.07872940603781137,0.6275393707172644,2.982866574100757,7.581666949286709,CCT3;SERPINA2;CCT7;CCT4
human_GO_bp_2025.gmt,"Positive Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043517)",2/9,0.12341571831772508,0.6579351544822044,4.519429590017825,9.455536119984815,SERPINA2;RPL26
human_GO_bp_2025.gmt,Positive Regulation of DNA Recombination (GO:0045911),1/30,0.8828264930794508,0.9322952189847649,0.6855452851690393,0.08543717444783333,PRDM9
human_GO_bp_2025.gmt,Positive Regulation of DNA Repair (GO:0045739),1/47,0.9653845881630132,0.9831394893224589,0.4337453093262643,0.015280292088883813,DDX11
human_GO_bp_2025.gmt,Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091),8/67,0.08753723397950432,0.6579351544822044,1.9459835938709178,4.739814813185627,PRKCI;PPIA;TRIM38;LGALS9;S100A8;TRIM8;TRIM5;PLCG2
human_GO_bp_2025.gmt,Positive Regulation of DNA-templated Transcription (GO:0045893),16/449,0.9993608291684113,0.9999006927211501,0.49623649965855726,0.00031728130543462967,DEK;ARF4;YWHAH;RNF10;NAA16;CRLF3;IFNG;FAM170A;NEK4;PTMS;TBL1X;GTF2H1;USF1;KLF5;CHCHD2;ZNF410
human_GO_bp_2025.gmt,Positive Regulation of DNA-templated Transcription Initiation (GO:2000144),1/25,0.8323820311775121,0.9038608205584064,0.8261058959336136,0.15156050329317153,MED29
human_GO_bp_2025.gmt,"Positive Regulation of DNA-templated Transcription, Elongation (GO:0032786)",2/28,0.5837251994389475,0.7772427927312073,1.2752497225305217,0.6864987505186478,MED29;ELL2
human_GO_bp_2025.gmt,Positive Regulation of Defense Response (GO:0031349),7/34,0.007386122554272258,0.351165908645752,3.725896805896806,18.287269237900777,LILRA5;CASP1;CCL3;GBP5;IFNG;S100A8;FPR2
human_GO_bp_2025.gmt,Positive Regulation of Dendritic Cell Chemotaxis (GO:2000510),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,LGALS9
human_GO_bp_2025.gmt,Positive Regulation of Dendritic Cell Cytokine Production (GO:0002732),1/2,0.1329297557015066,0.6579351544822044,13.542155816435432,27.32718265313555,PLCG2
human_GO_bp_2025.gmt,Positive Regulation of Developmental Process (GO:0051094),2/97,0.9922063331793054,0.9988312342226187,0.35000139989360807,0.0027384796122327765,GJA1;BNIP3
human_GO_bp_2025.gmt,Positive Regulation of Double-Strand Break Repair (GO:2000781),1/48,0.9677836761121112,0.9833364464384334,0.4245464247598719,0.01390249091393581,DDX11
human_GO_bp_2025.gmt,Positive Regulation of ERAD Pathway (GO:1904294),1/6,0.3482121251529303,0.7014344967109387,3.6909867080624816,3.8937821774217376,UBQLN1
human_GO_bp_2025.gmt,Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374),5/48,0.23289702189262906,0.6725999495517755,1.7155388936317633,2.499812748689574,CCL3;BMPER;LGALS9;CXCL17;FPR2
human_GO_bp_2025.gmt,Positive Regulation of Endocytosis (GO:0045807),4/30,0.14795239374358538,0.6588977933440335,2.3053117970127475,4.405138983488594,SFTPD;IFNG;FCGR2A;FPR2
human_GO_bp_2025.gmt,Positive Regulation of Endopeptidase Activity (GO:0010950),1/3,0.19262675285006695,0.6588977933440335,8.12401280683031,13.380256287293214,SERPINB3
human_GO_bp_2025.gmt,Positive Regulation of Endothelial Cell Apoptotic Process (GO:2000353),1/5,0.29999627131960604,0.6915159365043801,4.511917467093561,5.432282004419637,PRKCI
human_GO_bp_2025.gmt,Positive Regulation of Endothelial Cell Development (GO:1901552),1/1,0.06882888171411798,0.6109842574255044,40.63287086446105,108.73891905550649,F11R
human_GO_bp_2025.gmt,Positive Regulation of Endothelial Cell Migration (GO:0010595),1/28,0.8647802473036128,0.9216929064510891,0.7356359755505967,0.10687308689433113,RNASE1
human_GO_bp_2025.gmt,Positive Regulation of Endothelial Cell Proliferation (GO:0001938),1/19,0.7425141714316145,0.8535646780093632,1.0950705240993395,0.32601708397466006,VASH2
human_GO_bp_2025.gmt,Positive Regulation of Epithelial Cell Migration (GO:0010634),3/18,0.1225514889554573,0.6579351544822044,3.0642395325519485,6.432525227629285,IQSEC1;IFNG;PLCG2
human_GO_bp_2025.gmt,Positive Regulation of Epithelial Cell Proliferation (GO:0050679),1/31,0.890927078979471,0.9373145865806565,0.6629634165544028,0.0765674327478433,VASH2
human_GO_bp_2025.gmt,Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718),1/16,0.6809154831081293,0.8157667157041159,1.3076393431335422,0.5025481439464183,SERPINB3
human_GO_bp_2025.gmt,Positive Regulation of Establishment of Endothelial Barrier (GO:1903142),1/1,0.06882888171411798,0.6109842574255044,40.63287086446105,108.73891905550649,F11R
human_GO_bp_2025.gmt,Positive Regulation of Establishment of Protein Localization (GO:1904951),2/17,0.3286927389544668,0.7014344967109387,2.1840607210626186,2.430055605212287,TCAF2;GZMB
human_GO_bp_2025.gmt,Positive Regulation of Establishment of Protein Localization to Mitochondrion (GO:1903749),1/8,0.434927768409778,0.7199817787864567,2.7058697972251866,2.2528403887996764,GZMB
human_GO_bp_2025.gmt,Positive Regulation of Exocytosis (GO:0045921),3/21,0.17224536415803535,0.6588977933440335,2.5661191738362157,4.513380943073739,RAB7A;IFNG;PDCD6IP
